,Unnamed: 0,island,culmen_length_mm,culmen_depth_mm,flipper_length_mm,body_mass_g,sex,Delta 15 N (o/oo),Delta 13 C (o/oo)
87,87,1,0.6191275167785235,0.8651162790697675,0.8181818181818182,0.5555555555555556,0,8.59147,-26.08165
283,283,0,0.9110738255033557,0.7302325581395348,1.0,0.8968253968253969,0,8.49662,-26.84166
127,127,2,0.6963087248322147,0.8511627906976744,0.8441558441558441,0.6825396825396826,0,8.52566,-26.0245
314,314,0,0.7466442953020134,0.6837209302325581,0.9264069264069265,0.7698412698412699,0,8.20106,-26.16524
203,203,1,0.8624161073825504,0.8837209302325582,0.8701298701298701,0.626984126984127,0,9.43782,-24.36202
273,273,0,0.8406040268456376,0.6976744186046512,0.974025974025974,0.7936507936507936,0,8.50153,-26.61414
309,309,0,0.8741610738255033,0.7906976744186046,0.9956709956709957,0.8809523809523809,0,8.27595,-26.11657
198,198,1,0.8406040268456376,0.8325581395348837,0.8225108225108225,0.5396825396825397,0,9.46819,-24.45721
223,223,0,0.8389261744966443,0.7069767441860465,0.9437229437229437,0.9047619047619048,0,8.2554,-25.40075
232,232,0,0.7634228187919463,0.6372093023255814,0.9264069264069265,0.7380952380952381,0,7.77672,-25.4168
253,253,0,1.0,0.7906976744186046,0.9956709956709957,0.9603174603174603,0,7.76843,-25.6821
81,81,2,0.7197986577181208,0.8186046511627908,0.8484848484848485,0.746031746031746,0,8.63259,-26.23027
82,82,2,0.615771812080537,0.8744186046511628,0.8095238095238095,0.6031746031746031,0,7.88494,-26.24837
286,286,0,0.7751677852348994,0.6697674418604651,0.9264069264069265,0.7380952380952381,0,8.24253,-26.8154
148,148,1,0.6040268456375839,0.8279069767441861,0.8441558441558441,0.5476190476190477,0,8.94332,-25.79189
302,302,0,0.7953020134228188,0.6790697674418604,0.9177489177489178,0.75,0,8.19101,-26.24369
143,143,1,0.6828859060402686,0.7906976744186046,0.8225108225108225,0.5912698412698413,0,9.05674,-25.79529
244,244,0,0.7197986577181208,0.6093023255813953,0.9307359307359307,0.7936507936507936,0,7.68528,-25.39181
269,269,0,0.7583892617449665,0.7348837209302326,0.9307359307359307,0.8412698412698413,0,8.55868,-26.67799
79,79,2,0.7063758389261745,0.8883720930232558,0.8441558441558441,0.6349206349206349,0,9.05736,-25.81513
75,75,2,0.7181208053691275,0.8604651162790697,0.8441558441558441,0.6746031746031746,0,8.2993,-26.38986
172,172,1,0.7114093959731543,0.8046511627906977,0.7835497835497836,0.5714285714285714,0,9.35138,-24.6879
2,2,2,0.6761744966442953,0.8372093023255813,0.8441558441558441,0.5158730158730159,0,8.36821,-25.33302
96,96,1,0.639261744966443,0.8651162790697675,0.8225108225108225,0.5873015873015873,0,8.10277,-26.50086
164,164,1,0.7885906040268457,0.8046511627906977,0.8008658008658008,0.5873015873015873,0,8.72037,-24.80526
272,272,0,0.7567114093959731,0.6697674418604651,0.9090909090909091,0.6984126984126984,0,8.51951,-27.01854
71,71,2,0.6661073825503356,0.855813953488372,0.8225108225108225,0.6190476190476191,0,9.29808,-25.23453
64,64,0,0.610738255033557,0.7953488372093024,0.7965367965367965,0.4523809523809524,0,8.62623,-26.1165
227,227,0,0.7835570469798658,0.7116279069767442,0.948051948051948,0.8253968253968254,0,8.22673,-25.4276
89,89,1,0.6526845637583892,0.8744186046511628,0.8225108225108225,0.5714285714285714,0,8.36936,-26.11199
74,74,2,0.5956375838926175,0.813953488372093,0.8225108225108225,0.5873015873015873,0,8.70642,-26.15003
93,93,1,0.6644295302013423,0.8418604651162791,0.8051948051948052,0.7063492063492064,0,8.49915,-26.42406
24,24,0,0.6510067114093959,0.7999999999999999,0.7792207792207793,0.6031746031746031,0,9.63954,-25.29856
247,247,0,0.802013422818792,0.6976744186046512,0.9307359307359307,0.8968253968253969,0,7.92358,-25.48383
318,318,0,0.8120805369127516,0.6697674418604651,0.8787878787878788,0.7341269841269841,0,8.16582,-26.13971
313,313,0,0.8305369127516778,0.7488372093023257,0.9696969696969697,0.8968253968253969,0,8.83352,-25.69195
233,233,0,0.8120805369127516,0.6790697674418604,0.922077922077922,0.9285714285714286,0,7.8208,-25.48025
180,180,1,0.7785234899328859,0.8279069767441861,0.8268398268398268,0.5873015873015873,0,9.37369,-24.52896
281,281,0,0.7751677852348994,0.6930232558139535,0.9567099567099567,0.8412698412698413,0,8.60092,-26.84374
336,336,0,0.7466442953020134,0.7302325581395348,0.9393939393939394,0.7738095238095238,0,8.04111,-26.18444
40,40,1,0.6124161073825504,0.8372093023255813,0.7878787878787878,0.5,0,9.68933,-24.4228
52,52,0,0.587248322147651,0.8325581395348837,0.8225108225108225,0.5476190476190477,0,8.19539,-26.17213
279,279,0,0.8456375838926175,0.7116279069767442,0.9696969696969697,0.8809523809523809,0,8.74647,-26.79846
264,264,0,0.8473154362416108,0.7395348837209302,0.961038961038961,0.8809523809523809,0,8.46894,-26.60436
121,121,2,0.6325503355704698,0.9209302325581395,0.8571428571428571,0.5555555555555556,0,9.11066,-26.42563
266,266,0,0.7634228187919463,0.6465116279069768,0.9090909090909091,0.6666666666666666,0,8.47829,-26.61788
192,192,1,0.8221476510067114,0.9069767441860465,0.9090909090909091,0.626984126984127,0,9.53262,-24.66867
173,173,1,0.8137583892617449,0.813953488372093,0.8268398268398268,0.5396825396825397,0,9.42666,-24.26375
240,240,0,0.8422818791946309,0.6651162790697674,0.9437229437229437,0.9047619047619048,0,7.8962,-25.37746
97,97,1,0.6761744966442953,0.8604651162790697,0.8484848484848485,0.6904761904761905,0,8.39459,-26.01152
209,209,1,0.8271812080536912,0.9255813953488371,0.8787878787878788,0.6428571428571429,0,9.88809,-24.59513
67,67,0,0.6895973154362416,0.8883720930232558,0.8138528138528138,0.6507936507936508,0,8.71078,-25.81012
176,176,1,0.7835570469798658,0.8325581395348837,0.8441558441558441,0.5238095238095238,0,9.74144,-24.59467
188,188,1,0.7986577181208054,0.8511627906976744,0.8441558441558441,0.6111111111111112,0,8.83502,-24.65859
38,38,1,0.6308724832214765,0.8976744186046511,0.7835497835497836,0.5238095238095238,0,9.41131,-25.04169
128,128,2,0.6543624161073825,0.7953488372093024,0.8268398268398268,0.48412698412698413,0,9.19031,-25.73722
343,343,0,0.837248322147651,0.7488372093023257,0.922077922077922,0.8571428571428571,0,8.3639,-26.15531
48,48,1,0.6040268456375839,0.8325581395348837,0.8225108225108225,0.5476190476190477,0,9.51784,-25.07683
178,178,1,0.8473154362416108,0.855813953488372,0.8658008658008658,0.5396825396825397,0,8.9399,-23.89017
251,251,0,0.7181208053691275,0.6604651162790697,0.9047619047619048,0.746031746031746,0,7.63452,-25.46327
141,141,1,0.6812080536912752,0.7999999999999999,0.8095238095238095,0.5515873015873016,0,9.23408,-26.01549
145,145,1,0.6543624161073825,0.8697674418604651,0.8008658008658008,0.5793650793650794,0,9.22033,-26.03442
274,274,0,0.7802013422818792,0.6697674418604651,0.9393939393939394,0.7777777777777778,0,8.48789,-26.83006
25,25,0,0.5922818791946308,0.8790697674418604,0.8095238095238095,0.6031746031746031,0,9.21292,-24.3613
167,167,1,0.8473154362416108,0.9116279069767442,0.8701298701298701,0.6428571428571429,0,9.8059,-24.7294
123,123,2,0.6946308724832214,0.8604651162790697,0.8744588744588745,0.6150793650793651,0,9.59462,-25.42621
109,109,0,0.7248322147651007,0.8837209302325582,0.8528138528138528,0.7579365079365079,0,9.31735,-25.45171
316,316,0,0.8288590604026845,0.7348837209302326,0.935064935064935,0.7817460317460317,0,8.03624,-26.06594
137,137,1,0.6744966442953021,0.9348837209302326,0.8658008658008658,0.6309523809523809,0,8.95998,-26.32601
130,130,2,0.6459731543624161,0.8325581395348837,0.8225108225108225,0.5277777777777778,0,8.9846,-25.57956
291,291,0,0.7785234899328859,0.7255813953488371,0.9567099567099567,0.7936507936507936,0,8.35078,-26.70783
295,295,0,0.8154362416107382,0.7441860465116279,0.9956709956709957,0.9206349206349206,0,8.5964,-26.71199
213,213,1,0.785234899328859,0.7674418604651163,0.8181818181818182,0.5793650793650794,0,9.65061,-24.48153
66,66,0,0.5956375838926175,0.7534883720930232,0.8441558441558441,0.5317460317460317,0,8.56192,-25.95541
262,262,0,0.7600671140939597,0.6372093023255814,0.9090909090909091,0.6825396825396826,0,8.37615,-26.72791
134,134,1,0.639261744966443,0.8186046511627908,0.8095238095238095,0.5436507936507936,0,8.717,-25.77951
105,105,0,0.6661073825503356,0.8790697674418604,0.7965367965367965,0.5634920634920635,0,8.85699,-25.80208
4,4,2,0.615771812080537,0.8976744186046511,0.8354978354978355,0.5476190476190477,0,8.76651,-25.32426
311,311,0,0.8758389261744967,0.7953488372093024,0.987012987012987,0.8571428571428571,0,8.36701,-25.89834
15,15,2,0.6140939597315437,0.8279069767441861,0.8008658008658008,0.5873015873015873,0,0.0,0.0
317,317,0,0.7869127516778524,0.6790697674418604,0.961038961038961,0.7738095238095238,0,7.8881,-26.04726
242,242,0,0.7802013422818792,0.6744186046511628,0.922077922077922,0.6984126984126984,0,7.90436,-25.3947
68,68,2,0.6023489932885906,0.772093023255814,0.8225108225108225,0.48412698412698413,0,8.47781,-26.07821
257,257,0,0.7449664429530201,0.8046511627906977,0.948051948051948,0.8333333333333334,0,8.13746,-26.79093
261,261,0,0.8322147651006712,0.7441860465116279,0.974025974025974,0.9047619047619048,0,8.38324,-26.84272
298,298,0,0.7583892617449665,0.6418604651162791,0.9307359307359307,0.753968253968254,0,8.24694,-26.65359
339,339,0,0.0,0.0,0.0,0.0,0,0.0,0.0
234,234,0,0.7684563758389261,0.6790697674418604,0.9090909090909091,0.6666666666666666,0,7.79958,-25.62618
149,149,1,0.634228187919463,0.8418604651162791,0.8354978354978355,0.5952380952380952,0,8.97533,-26.03495
58,58,0,0.6124161073825504,0.772093023255814,0.7835497835497836,0.4523809523809524,0,9.07878,-25.88156
101,101,0,0.6879194630872483,0.9302325581395349,0.8787878787878788,0.75,0,9.01079,-26.38085
169,169,1,0.9731543624161074,0.8279069767441861,0.7835497835497836,0.5873015873015873,0,9.14382,-24.57994
122,122,2,0.6744966442953021,0.7906976744186046,0.7619047619047619,0.5476190476190477,0,9.30722,-25.61039
296,296,0,0.7969798657718121,0.6604651162790697,0.9047619047619048,0.7301587301587301,0,8.39299,-26.78733
107,107,0,0.6409395973154363,0.9302325581395349,0.8225108225108225,0.6190476190476191,0,9.59245,-25.70711
179,179,1,0.8305369127516778,0.8837209302325582,0.8658008658008658,0.6031746031746031,0,9.63074,-24.34684
263,263,0,0.8322147651006712,0.6976744186046512,0.935064935064935,0.753968253968254,0,8.26548,-26.7699
88,88,1,0.6426174496644295,0.8930232558139535,0.8181818181818182,0.626984126984127,0,9.07826,-26.12417
144,144,1,0.6258389261744965,0.7813953488372093,0.8311688311688312,0.47619047619047616,0,9.06829,-25.85203
289,289,0,0.8506711409395974,0.6976744186046512,0.9653679653679653,0.8809523809523809,0,8.63551,-26.74249
189,189,1,0.87248322147651,0.9627906976744186,0.9090909090909091,0.7619047619047619,0,9.43146,-24.6844
116,116,2,0.6476510067114094,0.7906976744186046,0.8138528138528138,0.4603174603174603,0,9.18021,-25.77264
292,292,0,0.8087248322147651,0.7255813953488371,0.9567099567099567,0.8095238095238095,0,8.24651,-26.66958
196,196,1,0.8540268456375839,0.8325581395348837,0.8484848484848485,0.5833333333333334,0,9.43684,-24.16566
147,147,1,0.6140939597315437,0.855813953488372,0.7965367965367965,0.5515873015873016,0,8.68744,-25.8306
61,61,0,0.6929530201342281,0.9813953488372094,0.8441558441558441,0.6984126984126984,0,8.74802,-26.37809
138,138,1,0.6208053691275168,0.7674418604651163,0.8008658008658008,0.5396825396825397,0,8.61651,-26.07021
341,341,0,0.8456375838926175,0.7302325581395348,0.961038961038961,0.9126984126984127,0,8.30166,-26.04117
45,45,1,0.6644295302013423,0.8744186046511628,0.8225108225108225,0.7301587301587301,0,9.49106,-24.10255
157,157,1,0.7583892617449665,0.8279069767441861,0.8571428571428571,0.626984126984127,0,8.88942,-24.49433
76,76,2,0.686241610738255,0.7813953488372093,0.8268398268398268,0.5873015873015873,0,8.47257,-26.02002
277,277,0,0.7634228187919463,0.6976744186046512,0.9523809523809523,0.7936507936507936,0,8.63604,-26.7489
124,124,2,0.5906040268456376,0.7395348837209302,0.8051948051948052,0.48412698412698413,0,8.81668,-25.95399
171,171,1,0.825503355704698,0.8465116279069766,0.8441558441558441,0.6984126984126984,0,9.27158,-24.64335
78,78,2,0.6073825503355705,0.7488372093023257,0.8095238095238095,0.5634920634920635,0,7.82381,-26.51382
230,230,0,0.686241610738255,0.6372093023255814,0.9264069264069265,0.7380952380952381,0,8.19579,-25.3933
32,32,1,0.662751677852349,0.8279069767441861,0.8138528138528138,0.5238095238095238,0,9.66523,-25.0602
294,294,0,0.7785234899328859,0.6976744186046512,0.935064935064935,0.746031746031746,0,8.47938,-26.9547
94,94,1,0.6073825503355705,0.8046511627906977,0.8095238095238095,0.5238095238095238,0,8.90723,-26.30037
249,249,0,0.8389261744966443,0.7116279069767442,0.9523809523809523,0.8809523809523809,0,8.30515,-25.19017
115,115,0,0.7164429530201343,0.8511627906976744,0.8484848484848485,0.6468253968253969,0,8.91434,-26.42018
119,119,2,0.6895973154362416,0.8651162790697675,0.8181818181818182,0.5277777777777778,0,9.32277,-26.09989
250,250,0,0.7936241610738255,0.7116279069767442,0.961038961038961,0.8333333333333334,0,0.0,0.0
201,201,1,0.8355704697986577,0.8046511627906977,0.8571428571428571,0.5833333333333334,0,9.32169,-24.41562
218,218,1,0.8523489932885906,0.8837209302325582,0.9090909090909091,0.6507936507936508,0,9.98044,-24.68741
337,337,0,0.8187919463087248,0.7534883720930232,0.961038961038961,0.9523809523809523,0,8.33825,-25.88547
332,332,0,0.7298657718120806,0.7069767441860465,0.922077922077922,0.7380952380952381,0,8.21634,-26.11046
84,84,1,0.6258389261744965,0.8279069767441861,0.8268398268398268,0.5317460317460317,0,8.32718,-26.38396
214,214,1,0.7667785234899329,0.7906976744186046,0.8441558441558441,0.5793650793650794,0,9.26715,-24.31912
205,205,1,0.8506711409395974,0.9162790697674418,0.8787878787878788,0.6428571428571429,0,9.93727,-24.59066
184,184,1,0.7130872483221476,0.7767441860465116,0.8095238095238095,0.5317460317460317,0,9.36668,-24.45195
206,206,1,0.7130872483221476,0.8046511627906977,0.8095238095238095,0.5317460317460317,0,9.56534,-24.60882
245,245,0,0.7734899328859061,0.7023255813953488,0.9307359307359307,0.8095238095238095,0,7.83733,-25.42826
322,322,0,0.7919463087248323,0.7209302325581395,0.9307359307359307,0.7896825396825397,0,8.30817,-26.21651
34,34,1,0.610738255033557,0.7906976744186046,0.8441558441558441,0.5277777777777778,0,9.17847,-25.23061
287,287,0,0.8305369127516778,0.7534883720930232,0.9913419913419913,0.9206349206349206,0,8.49854,-26.74809
72,72,2,0.6644295302013423,0.7999999999999999,0.8484848484848485,0.5634920634920635,0,8.33524,-26.55351
1,1,2,0.662751677852349,0.8093023255813953,0.8051948051948052,0.6031746031746031,0,8.94956,-24.69454
319,319,0,0.8573825503355705,0.7674418604651163,0.974025974025974,0.8333333333333334,0,8.2066,-26.36863
63,63,0,0.6895973154362416,0.8465116279069766,0.8311688311688312,0.6428571428571429,0,8.62264,-26.60023
236,236,0,0.7046979865771812,0.627906976744186,0.9090909090909091,0.6587301587301587,0,7.63884,-25.52627
36,36,1,0.6510067114093959,0.9302325581395349,0.8225108225108225,0.626984126984127,0,9.18985,-25.12255
83,83,2,0.5889261744966443,0.9023255813953488,0.8354978354978355,0.6666666666666666,0,8.90002,-26.46254
288,288,0,0.7298657718120806,0.6604651162790697,0.9523809523809523,0.746031746031746,0,8.64931,-26.68867
57,57,0,0.6812080536912752,0.8744186046511628,0.8354978354978355,0.6031746031746031,0,8.56674,-25.98843
98,98,1,0.5553691275167786,0.7488372093023257,0.7705627705627706,0.4603174603174603,0,9.04218,-26.15775
320,320,0,0.8137583892617449,0.6976744186046512,0.948051948051948,0.7698412698412699,0,8.10231,-26.18763
211,211,1,0.7651006711409396,0.9023255813953488,0.8398268398268398,0.5595238095238095,0,9.46985,-24.65786
153,153,1,0.8389261744966443,0.9069767441860465,0.8484848484848485,0.6190476190476191,0,8.92069,-24.23592
110,110,0,0.639261744966443,0.7674418604651163,0.8571428571428571,0.6071428571428571,0,8.43951,-26.57563
117,117,2,0.6258389261744965,0.9534883720930233,0.8614718614718615,0.5992063492063492,0,9.49645,-26.36678
239,239,0,0.8171140939597316,0.7023255813953488,0.961038961038961,0.8492063492063492,0,7.96491,-25.39587
216,216,1,0.7298657718120806,0.8418604651162791,0.8744588744588745,0.5396825396825397,0,9.37608,-24.40753
235,235,0,0.8271812080536912,0.7302325581395348,0.9393939393939394,0.9285714285714286,0,8.07137,-25.52473
95,95,1,0.6845637583892616,0.8790697674418604,0.9004329004329005,0.6825396825396826,0,8.48204,-26.57941
99,99,1,0.7248322147651007,0.8604651162790697,0.8311688311688312,0.6507936507936508,0,8.97025,-26.03679
297,297,0,0.8573825503355705,0.758139534883721,0.9523809523809523,0.9523809523809523,0,8.40327,-26.76821
220,220,0,0.7734899328859061,0.613953488372093,0.9134199134199135,0.7142857142857143,0,7.993,-25.5139
338,338,0,0.7919463087248323,0.6372093023255814,0.9264069264069265,0.7817460317460317,0,7.99184,-26.20538
80,80,2,0.5805369127516778,0.7999999999999999,0.8181818181818182,0.5079365079365079,0,7.69778,-26.5387
108,108,0,0.639261744966443,0.7906976744186046,0.7835497835497836,0.503968253968254,0,9.79532,-25.27385
312,312,0,0.7634228187919463,0.6744186046511628,0.9177489177489178,0.753968253968254,0,8.15566,-26.22848
31,31,1,0.6241610738255035,0.8418604651162791,0.7705627705627706,0.6190476190476191,0,9.72764,-25.0102
226,226,0,0.761744966442953,0.6790697674418604,0.9134199134199135,0.7619047619047619,0,8.24515,-25.46782
300,300,0,0.8238255033557047,0.6744186046511628,0.9177489177489178,0.7341269841269841,0,8.35802,-26.2766
60,60,0,0.5989932885906041,0.786046511627907,0.8008658008658008,0.5,0,8.96472,-26.40943
30,30,1,0.662751677852349,0.7767441860465116,0.7705627705627706,0.5158730158730159,0,9.69756,-25.11223
323,323,0,0.8238255033557047,0.6976744186046512,0.987012987012987,0.873015873015873,0,8.65914,-25.79203
210,210,1,0.8422818791946309,0.8744186046511628,0.8744588744588745,0.6031746031746031,0,9.74492,-24.404
241,241,0,0.7567114093959731,0.6744186046511628,0.9307359307359307,0.7936507936507936,0,7.6322,-25.46569
331,331,0,0.8355704697986577,0.7395348837209302,0.9913419913419913,0.9444444444444444,0,8.29226,-26.21019
199,199,1,0.8221476510067114,0.9116279069767442,0.9177489177489178,0.6825396825396826,0,9.34089,-24.45189
342,342,0,0.7583892617449665,0.6883720930232559,0.9177489177489178,0.8253968253968254,0,8.24246,-26.11969
131,131,2,0.7231543624161074,0.8930232558139535,0.8528138528138528,0.5555555555555556,0,8.86495,-26.1396
22,22,0,0.6023489932885906,0.8930232558139535,0.8181818181818182,0.6031746031746031,0,9.22286,-25.03474
202,202,1,0.8070469798657718,0.7627906976744185,0.8614718614718615,0.5277777777777778,0,9.46929,-24.48403
186,186,1,0.8338926174496645,0.8651162790697675,0.8441558441558441,0.5714285714285714,0,9.75486,-24.31198
104,104,0,0.6359060402684563,0.8651162790697675,0.8354978354978355,0.4642857142857143,0,9.02642,-25.86482
270,270,0,0.7818791946308725,0.6604651162790697,0.9090909090909091,0.7698412698412699,0,8.38289,-26.86352
207,207,1,0.8758389261744967,0.8744186046511628,0.8528138528138528,0.5476190476190477,0,9.77528,-24.56481
158,158,1,0.7734899328859061,0.8465116279069766,0.7705627705627706,0.5158730158730159,0,8.85664,-24.55644
8,8,2,0.5721476510067114,0.8418604651162791,0.8354978354978355,0.5515873015873016,0,0.0,0.0
181,181,1,0.8859060402684563,0.9302325581395349,0.8874458874458875,0.7222222222222222,0,9.25177,-24.69638
305,305,0,0.8523489932885906,0.8046511627906977,0.987012987012987,0.8888888888888888,0,8.27428,-26.30019
224,224,0,0.7986577181208054,0.6744186046511628,0.9307359307359307,0.8571428571428571,0,8.2345,-25.54456
73,73,2,0.7684563758389261,0.8790697674418604,0.8528138528138528,0.6587301587301587,0,8.18658,-26.45978
91,91,1,0.6895973154362416,0.8418604651162791,0.8874458874458875,0.6825396825396826,0,8.77018,-25.83352
55,55,0,0.6946308724832214,0.8651162790697675,0.8268398268398268,0.5873015873015873,0,8.35396,-26.27853
330,330,0,0.8473154362416108,0.7069767441860465,0.935064935064935,0.7936507936507936,0,8.24691,-26.18466
159,159,1,0.860738255033557,0.8465116279069766,0.8528138528138528,0.5952380952380952,0,8.63701,-24.84059
19,19,2,0.7718120805369127,1.0,0.8398268398268398,0.6666666666666666,0,9.11616,-24.77227
114,114,0,0.6644295302013423,0.9627906976744186,0.8268398268398268,0.6190476190476191,0,8.80967,-26.78958
327,327,0,0.8959731543624161,0.7348837209302326,0.948051948051948,0.873015873015873,0,8.41017,-26.33867
268,268,0,0.7533557046979865,0.6186046511627907,0.922077922077922,0.8095238095238095,0,8.45167,-26.89644
193,193,1,0.7751677852348994,0.813953488372093,0.8095238095238095,0.5793650793650794,0,9.61734,-24.66188
306,306,0,0.7281879194630873,0.6697674418604651,0.9437229437229437,0.7301587301587301,0,8.23468,-26.18599
165,165,1,0.87248322147651,0.8418604651162791,0.8701298701298701,0.6428571428571429,0,9.0233,-24.38933
